x,y,x2,y2,cl,label,i,file
341.7067565917969,346.741943359375,385.9975891113281,388.6305236816406,0.8396846055984497,6,0,test_images\masked_images\masked_image0.jpg
120.46504211425781,117.3409423828125,165.50662231445312,160.87112426757812,0.4617921710014343,2,0,test_images\masked_images\masked_image0.jpg
86.56141662597656,140.67425537109375,130.5324249267578,183.69187927246094,0.4251415729522705,4,0,test_images\masked_images\masked_image0.jpg
183.72190856933594,330.37481689453125,227.20114135742188,374.0368957519531,0.40277573466300964,3,0,test_images\masked_images\masked_image0.jpg
61.05326461791992,38.37372970581055,108.18031311035156,85.74314880371094,0.3293485939502716,6,0,test_images\masked_images\masked_image0.jpg
37.59013748168945,330.7729797363281,84.43864440917969,379.6708984375,0.25325217843055725,1,0,test_images\masked_images\masked_image0.jpg
131.44322204589844,38.648277282714844,175.46246337890625,82.69500732421875,0.24389170110225677,3,0,test_images\masked_images\masked_image0.jpg
43.882205963134766,336.3402404785156,90.40376281738281,381.98199462890625,0.7892590165138245,3,1,test_images\masked_images\masked_image0.jpg
62.00440216064453,221.2176055908203,109.20703887939453,269.7705383300781,0.5893343687057495,6,1,test_images\masked_images\masked_image0.jpg
90.04606628417969,302.24468994140625,134.43507385253906,347.0893249511719,0.5177826881408691,5,1,test_images\masked_images\masked_image0.jpg
192.81927490234375,99.73717498779297,236.169189453125,143.80975341796875,0.4258537292480469,3,1,test_images\masked_images\masked_image0.jpg
294.0470886230469,39.62517547607422,336.50006103515625,82.46561431884766,0.34618082642555237,1,1,test_images\masked_images\masked_image0.jpg
34.90158462524414,130.50856018066406,83.29424285888672,178.93251037597656,0.23556730151176453,4,1,test_images\masked_images\masked_image0.jpg
64.85831451416016,35.88819122314453,110.2821273803711,82.41483306884766,0.2078278362751007,4,1,test_images\masked_images\masked_image0.jpg
138.0029754638672,322.673095703125,181.71356201171875,366.1611633300781,0.7223908305168152,3,2,test_images\masked_images\masked_image1.jpg
113.53754425048828,268.2253112792969,157.15545654296875,310.5296630859375,0.6835485100746155,3,2,test_images\masked_images\masked_image1.jpg
81.69973754882812,339.6310119628906,128.99603271484375,387.387939453125,0.6571013927459717,4,2,test_images\masked_images\masked_image1.jpg
35.94890213012695,259.885498046875,83.720458984375,308.4915466308594,0.540148913860321,5,2,test_images\masked_images\masked_image1.jpg
229.7724609375,170.80508422851562,273.879150390625,213.26937866210938,0.48379385471343994,5,2,test_images\masked_images\masked_image1.jpg
328.9565734863281,62.135311126708984,375.9033203125,109.68437957763672,0.41780295968055725,3,2,test_images\masked_images\masked_image1.jpg
328.31048583984375,61.952369689941406,375.04754638671875,109.67288970947266,0.4101972281932831,2,2,test_images\masked_images\masked_image1.jpg
159.81005859375,234.35711669921875,206.0273895263672,279.87786865234375,0.8367536664009094,3,3,test_images\masked_images\masked_image1.jpg
