x,y,x2,y2,cl,label,i,file
341.27801513671875,345.7807312011719,386.58837890625,389.46014404296875,0.8632402420043945,6,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
60.296966552734375,37.59926986694336,107.44434356689453,85.42366790771484,0.8553259968757629,6,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
86.31787109375,141.08908081054688,129.24232482910156,185.8262481689453,0.810190737247467,4,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
36.78165817260742,331.3562927246094,85.4069595336914,379.5824279785156,0.7858429551124573,1,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
120.43923950195312,116.8258056640625,164.67677307128906,160.84567260742188,0.70599365234375,2,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
183.59561157226562,330.7720031738281,227.917724609375,374.5512390136719,0.6834749579429626,1,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
131.65586853027344,38.04078674316406,175.9150390625,83.34170532226562,0.6632356643676758,2,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
131.47781372070312,37.849246978759766,175.40806579589844,84.07832336425781,0.4462006986141205,1,0.0,./ext_data\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
341.27801513671875,345.7807312011719,386.58837890625,389.46014404296875,0.8632402420043945,6,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
60.296966552734375,37.59926986694336,107.44434356689453,85.42366790771484,0.8553259968757629,6,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
86.31787109375,141.08908081054688,129.24232482910156,185.8262481689453,0.810190737247467,4,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
36.78165817260742,331.3562927246094,85.4069595336914,379.5824279785156,0.7858429551124573,1,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
120.43923950195312,116.8258056640625,164.67677307128906,160.84567260742188,0.70599365234375,2,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
183.59561157226562,330.7720031738281,227.917724609375,374.5512390136719,0.6834749579429626,1,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
131.65586853027344,38.04078674316406,175.9150390625,83.34170532226562,0.6632356643676758,2,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
131.47781372070312,37.849246978759766,175.40806579589844,84.07832336425781,0.4462006986141205,1,1.0,./ext_data\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
341.27801513671875,345.7807312011719,386.58837890625,389.46014404296875,0.8632402420043945,6,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
60.296966552734375,37.59926986694336,107.44434356689453,85.42366790771484,0.8553259968757629,6,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
86.31787109375,141.08908081054688,129.24232482910156,185.8262481689453,0.810190737247467,4,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
36.78165817260742,331.3562927246094,85.4069595336914,379.5824279785156,0.7858429551124573,1,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
120.43923950195312,116.8258056640625,164.67677307128906,160.84567260742188,0.70599365234375,2,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
183.59561157226562,330.7720031738281,227.917724609375,374.5512390136719,0.6834749579429626,1,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
131.65586853027344,38.04078674316406,175.9150390625,83.34170532226562,0.6632356643676758,2,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
131.47781372070312,37.849246978759766,175.40806579589844,84.07832336425781,0.4462006986141205,1,2.0,./ext_data\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
341.27801513671875,345.7807312011719,386.58837890625,389.46014404296875,0.8632402420043945,6,3.0,./ext_data\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
60.296966552734375,37.59926986694336,107.44434356689453,85.42366790771484,0.8553259968757629,6,3.0,./ext_data\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
86.31787109375,141.08908081054688,129.24232482910156,185.8262481689453,0.810190737247467,4,3.0,./ext_data\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
36.78165817260742,331.3562927246094,85.4069595336914,379.5824279785156,0.7858429551124573,1,3.0,./ext_data\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
120.43923950195312,116.8258056640625,164.67677307128906,160.84567260742188,0.70599365234375,2,3.0,./ext_data\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
